ds,yhat,yhat_lower,yhat_upper
2011-06-10,26253.861398548393,11000.167190376678,42809.0534208686
2011-06-12,14786.912059738319,-367.81222428011944,30292.39700465894
2011-06-13,31732.121878491143,16743.30424344831,46376.15932471895
2011-06-14,32742.903129224527,17175.276173162536,49079.03341138513
2011-06-15,28605.17183102297,13057.56959291775,44101.55089226828
2011-06-16,34431.194466213594,18734.215668164175,49379.34600194998
2011-06-17,25313.26507953524,9939.868077944875,41463.84693128071
2011-06-19,13118.32666421744,-2292.657795062899,29710.274150493617
2011-06-20,29746.480269054337,13393.679794945352,44784.51521076796
2011-06-21,30484.51105691262,14518.819372106636,46704.12252676772
2011-06-22,26126.3517078116,9211.09147348896,41953.18122766921
2011-06-23,31790.59957784338,16432.308636132137,47454.02664395332
2011-06-24,22574.01489428712,6543.471961208845,37560.220275339954
2011-06-26,10379.019656018969,-5902.604491763591,25939.604341879975
2011-06-27,27104.636194039034,11286.83575517257,42998.03567837141
2011-06-28,28001.063277274836,11133.47356005525,43710.14463049129
2011-06-29,23856.882982500905,7595.7051398691765,39641.42414320177
2011-06-30,29783.71724974201,13970.810900336774,44736.381208975545
2011-07-01,20869.967879957803,5781.8094186379585,36892.987692171126
2011-07-03,9362.774529961187,-6820.897102679514,26018.694237238742
2011-07-04,26452.428486024783,11308.382417705012,41378.948283733516
2011-07-05,27711.970245114353,11404.498628527661,43132.42297823986
2011-07-06,23919.44887829019,8399.993995391154,40800.707240823715
2011-07-07,30176.541993622788,15076.34217784254,45167.34850456311
2011-07-08,21562.61061064222,5260.249254566243,37103.50957644267
2011-07-10,10533.739629659356,-6858.996295251458,26954.937331095898
2011-07-11,27790.663746337876,10005.609936971394,43092.136850542774
2011-07-12,29164.89654584562,12164.954615135766,44703.63214745798
2011-07-13,25433.273970554237,10437.406118048657,41339.99825423274
2011-07-14,31698.113960474995,15135.168015059613,47097.157794905535
2011-07-15,23041.22678265213,8517.99387287172,39217.039460851076
2011-07-17,11792.493605030835,-2967.575693021758,27600.98372008612
2011-07-18,28885.235926993486,12926.831858573792,44145.75170062039
2011-07-19,30069.565254803943,13445.986042739807,45828.254466977225
2011-07-20,26131.2038077253,9010.570923264124,40822.532197379456
2011-07-21,32181.821891300606,16503.28108384302,47404.58821841577
2011-07-22,23312.71559438427,7213.378689823513,39776.86152051053
2011-07-24,11682.148741877438,-3222.336609326779,27498.650805873556
2011-07-25,28621.92918493975,13012.590551385882,45708.06749433187
2011-07-26,29688.009180373858,13219.593202458202,45530.010064714355
2011-07-27,25671.511053461836,9266.365554031358,42415.85871030196
2011-07-28,31687.93137410099,16645.005163396712,46580.46994933303
2011-07-29,22830.67267556128,6659.158115823701,37636.941998487695
2011-07-31,11361.300812575513,-3181.0414736018147,26885.03396687629
2011-08-01,28445.56586849412,11882.291631661843,45234.182585242255
2011-08-02,29692.58808070123,13546.84218337102,44862.30101136758
2011-08-03,25886.930562400008,9598.837439529798,41915.665253503095
2011-08-04,32136.210783889444,15801.372933629771,48917.0967596315
2011-08-05,23524.896147089818,7351.3105727689335,39132.068012696494
2011-08-07,12547.501430130946,-2680.4834119382585,29347.052107355255
2011-08-08,29857.532775675183,14821.127253671399,44298.89959748174
2011-08-09,31303.592152106463,15424.601236516322,45926.03103676132
2011-08-10,27661.04865631952,11834.20069572242,43680.2384604802
2011-08-11,34029.33829146141,18736.55012769874,50134.40172014621
2011-08-12,25486.080002229985,9430.35348591005,40518.359222107414
2011-08-14,14472.861865943676,-1592.1806919994283,29544.219823157528
2011-08-15,31674.285851333436,15026.419111320925,47632.38349375158
2011-08-16,32951.62784055501,16525.231124934522,48090.280755694825
2011-08-17,29083.260613482395,12603.173156293788,44361.89910879881
2011-08-18,35173.80451746388,20660.48015513715,51384.76970363393
2011-08-19,26308.15215097264,10009.03327693339,41922.585905019936
2011-08-21,14554.708775014617,-1348.8201370772877,29857.603960577548
2011-08-22,31361.519696224994,15078.077766120137,47377.34062535024
2011-08-23,32245.408067034965,16770.543940754123,47652.77661448731
2011-08-24,27998.823041125714,12248.477683687477,43870.327725004376
2011-08-25,33740.733535092135,16382.319113616715,49530.63806455924
2011-08-26,24570.216351992636,9407.100965284992,40780.061477414405
2011-08-28,12391.606601792808,-3625.564342241979,28350.997824510076
2011-08-30,29979.045461072536,15018.825647750919,45357.43109180737
2011-08-31,25823.081981689676,11710.419962195274,42132.28297746892
2011-09-01,31757.332974981364,14782.771480373274,48066.550227371496
2011-09-02,22882.72092098201,7285.876110423171,39232.54448155784
2011-09-04,11599.704606611023,-4218.075865876601,27285.078042407364
2011-09-05,28898.773857431224,13162.742319329784,44504.51971123146
2011-09-06,30447.305490490035,13682.440447470895,45556.43633282373
2011-09-07,27032.54117209269,11124.766543959086,42875.33394410607
2011-09-08,33763.40529338407,17761.968888757012,48691.53798342532
2011-09-09,25724.2053168422,9805.636343464015,40903.60092660718
2011-09-11,16154.25209030422,1214.1402276348172,31744.504651542942
2011-09-12,34291.439867898705,19454.288203033022,51195.591494937755
2011-09-13,36638.839486035875,21061.345834399683,52833.464466797304
2011-09-14,33963.793923251615,17068.194417142873,50292.164751647964
2011-09-15,41356.23883570183,26291.762397608592,57464.269293809346
2011-09-16,33882.92391071,17356.925932194776,49873.012727610534
2011-09-18,25097.47755000826,9240.940293619504,40387.70794681128
2011-09-19,43429.50859499599,27550.05693396915,59281.965106909454
2011-09-20,45829.20795944874,30201.93957698229,62354.855897540256
2011-09-21,43059.804634723594,27035.659736371577,58988.764509750545
2011-09-22,50210.59521759095,34373.993999712904,66251.76240472404
2011-09-23,42351.22982090787,26740.345705467134,59264.99831280325
2011-09-25,32389.524078713388,16214.059962672405,48256.25698187297
2011-09-26,49954.11520708594,35036.56483472629,66837.02661884822
2011-09-27,51487.002331086915,35923.394674853094,68324.73736609529
2011-09-28,47769.75341316379,31627.898261067727,63710.591487913436
2011-09-29,53912.05229160935,37129.688928560325,69951.94292249547
2011-09-30,45005.48161609453,28391.198196625395,60005.660034189474
2011-10-02,32925.3779095725,17515.722204851023,49174.09912778981
2011-10-03,49465.33019542863,33570.23976570508,66076.74160581671
2011-10-04,50026.80322147802,34807.04721371661,66244.42425232136
2011-10-05,45412.51014448561,29903.86932469124,61295.155005236455
2011-10-06,50751.44423234687,35542.94010551033,67541.21141612051
2011-10-07,41152.18279857909,26206.893581267017,57693.715981750865
2011-10-09,28072.699802517276,12800.082080350267,44553.720392192765
2011-10-10,44325.01002999309,29237.917954628654,61090.04495689107
2011-10-11,44747.17949899965,28545.412619215902,59700.15694820751
2011-10-12,40142.69904906285,25728.065143503598,56413.794090877534
2011-10-13,45637.78432298671,30302.806829051668,61279.15033219196
2011-10-14,36334.79641657141,20782.786592830962,51980.105402686175
2011-10-16,24227.503638238457,8187.350741004097,40580.75145289657
2011-10-17,41128.39521382218,25195.65500920093,57148.65943374171
2011-10-18,42285.402327223754,24628.059131707105,57744.00522633473
2011-10-19,38483.286961016274,22788.25526412816,53105.618410449075
2011-10-20,44828.41731075762,29767.63335545753,60957.50096501408
2011-10-21,36402.73787095465,20017.06115916364,52847.86794771089
2011-10-23,26050.671859159163,10177.073114848534,41731.72877391725
2011-10-24,43790.75430251671,28961.73479152941,60170.08212898001
2011-10-25,45737.76868040507,29729.652853012467,62067.78747078521
2011-10-26,42661.16110177742,26670.909366257958,59515.458784560884
2011-10-27,49654.324573920545,33240.73084679626,65196.44956912491
2011-10-28,41788.859777321915,25919.694441908487,57392.030776460626
2011-10-30,32266.70587725128,15628.599796952638,46549.642984507045
2011-10-31,50270.377493976834,34208.91019070956,66215.26754834819
2011-11-01,52380.910378605615,37063.70042259162,67146.3712074257
2011-11-02,49371.88216805426,34612.40158230035,64239.25721454608
2011-11-03,56343.35309734938,40879.356308556446,72246.25392691817
2011-11-04,48375.816864097826,33540.23713519493,64125.39181042643
2011-11-06,38452.78240640916,22885.477431877076,54027.978087810894
2011-11-07,56182.93555260664,40482.18110133021,71296.5894901135
2011-11-08,57989.19429203283,42134.07024283991,74721.69333563252
2011-11-09,54658.690093897356,39954.232222559345,69713.639229757
2011-11-10,61304.50943509364,45395.36381126247,76040.73784834085
2011-11-11,53019.17462081494,37989.08131041319,69607.90705800608
2011-11-13,42524.68572646044,25611.96540927409,58073.028106556725
2011-11-14,60016.63073514032,43509.4594963453,75302.24874091514
2011-11-15,61622.86964097293,46525.73011156554,78894.65967424643
2011-11-16,58132.290959606515,42326.87961623542,73567.91145953645
2011-11-17,64657.13299790347,48997.530949507636,80375.1969890502
2011-11-18,56286.48184650256,42118.07444701593,71326.19801270768
2011-11-20,45702.39220712328,29435.51420712647,61324.346228896255
2011-11-21,63171.64315902082,46052.01289624008,79075.72304146554
2011-11-22,64754.659621406114,48108.17261508218,79787.48707243857
2011-11-23,61227.22800918555,45422.48497106075,77237.66926487471
2011-11-24,67687.7128363905,52429.64285185252,83209.38001802101
2011-11-25,59211.05908115131,43321.34763256364,75537.99043553468
2011-11-27,48235.28839890164,32746.982556364655,64141.69895071086
2011-11-28,65393.98612661747,49916.98614371052,80860.97110658228
2011-11-29,66576.06649443883,50381.82951662979,82616.03129422023
2011-11-30,62549.586118895895,47237.40927059285,78775.82388981951
2011-12-01,68407.82003664535,53654.573836219104,85008.36303829156
2011-12-02,59223.582218265256,43727.7425515462,75106.78246980674
2011-12-04,46524.23197723065,31058.18599412181,61006.7027027324
2011-12-05,62679.116630908364,46657.530961163,79313.67722870327
2011-12-06,62776.40502891096,46490.87790840961,78971.76694143047
2011-12-07,57598.43156475089,42249.44506442209,73740.6507360011
2011-12-08,62255.660354465545,46526.93401051825,78308.98450046238
2011-12-09,51840.65450447066,36346.3080690206,68619.23887403969
2011-12-10,2778.969569759134,-13073.164416903179,18882.945246229414
2011-12-11,36679.5807391899,21268.22247726833,53023.371682087134
2011-12-12,51651.517147501996,35720.14078759259,67644.64214992357
2011-12-13,50630.91711983313,33647.6893914071,65423.579557436045
2011-12-14,44424.829862021266,28702.739964676453,61064.46103316122
2011-12-15,48167.546212853325,33054.546970990035,66157.19150763044
2011-12-16,36973.915054481266,20815.97788170413,53817.56476852157
2011-12-17,-12710.39066573152,-27635.194462341467,3702.355257494986
2011-12-18,20740.969237824804,5231.635035921331,35826.52158310043
2011-12-19,35451.112923378474,19277.819814278944,51101.39333207055
2011-12-20,34366.544141146645,18466.557179443433,50792.93536207285
2011-12-21,28300.595825560744,12570.994212930158,43850.03479914823
2011-12-22,32389.503504084863,16099.557669930215,49550.56831434273
2011-12-23,21745.57365915644,5663.443222904434,38949.103756964265
2011-12-24,-27192.58340688392,-42774.92783084972,-11781.937593094195
2011-12-25,7189.873794457704,-9150.886515386304,22935.382919960794
2011-12-26,23000.32945752638,7244.171517485202,38916.89864559722
2011-12-27,23165.631484526744,7213.041668341007,39168.06254628096
2011-12-28,18475.95393379159,3024.26740505182,33788.41177454037
2011-12-29,24041.384661222335,8744.494421500192,39992.150970848284
2011-12-30,14945.690503761649,-1459.8425027249014,30507.057420842826
2011-12-31,-32402.78560222834,-47710.56581128669,-15874.820624283911
2012-01-01,3579.517328441798,-11257.371923848787,18974.79605164809
2012-01-02,20968.436164685067,6148.224874945841,36793.01025418978
2012-01-03,22659.763134079247,6497.08917394099,38828.898136908785
2012-01-04,19413.85888165827,2955.1933888542612,34801.79310588481
2012-01-05,26312.96295161569,9732.133819200446,42387.90874124336
2012-01-06,18415.63478941451,2558.696039278089,34251.357633028514
2012-01-07,-27891.73839528544,-42693.959542872115,-12362.369515982135
2012-01-08,8956.22963334268,-6929.210355694774,23454.74192317171
2012-01-09,27021.4156488049,10944.138103436395,42804.28925659148
2012-01-10,29190.192827386083,12528.81837175186,44044.99925017682
2012-01-11,26218.25413629515,9982.021421736456,41833.753864916274
2012-01-12,33188.01143414379,17067.265927656244,49082.325865948085
2012-01-13,25163.001022529897,9451.283233905891,41564.82570305525
2012-01-14,-21460.767021745614,-36649.67621768769,-5410.754640626295
2012-01-15,14896.085128689558,-734.8204278835506,31072.94425166203
2012-01-16,32313.406057031978,15720.474422235067,49279.183114513515
2012-01-17,33699.03178318426,16542.612144887044,49614.06379551865
2012-01-18,29833.032544596867,13377.18845013253,44847.67201157702
2012-01-19,35824.46347470201,19147.536008598996,51707.33721024099
2012-01-20,26765.067434723034,11795.283582609669,43195.11223625398
2012-01-21,-20920.113715058545,-37950.94379235398,-5485.7672214379
2012-01-22,14377.401313706241,-2121.013549025886,29564.47049918063
2012-01-23,30765.887429785093,16217.196923900134,47453.1925817267
2012-01-24,31180.205775100843,15583.752227508005,46847.779928023825
2012-01-25,26425.370446762285,9786.65039018062,41916.998867146765
2012-01-26,31632.681100499663,15436.350393378201,46538.60641739385
2012-01-27,21912.88589241425,6169.207209940592,37588.340250857975
2012-01-28,-26293.65497289946,-41836.964363625215,-10613.045536891152
2012-01-29,8632.82701207842,-6263.05835468861,24432.314120667525
2012-01-30,24807.630702605664,8093.531560377439,40149.419272618965
2012-01-31,25168.263147431473,9767.786801507078,40846.33271393513
2012-02-01,20518.01101183305,4453.335514650206,36363.71069918506
2012-02-02,25982.196134723992,9650.175700661954,40963.893012361805
2012-02-03,16661.575207626964,1275.8052146493005,32126.148232277796
2012-02-04,-31017.153746169577,-46753.70458567321,-14984.023921162308
2012-02-05,4548.883539415256,-10961.162383129156,19250.723323683218
2012-02-06,21455.380947152677,5960.305991955079,38870.608971233945
2012-02-07,22618.118575775592,7179.101343247184,39190.7020056194
2012-02-08,18817.173329881476,2433.782942382994,34687.32544428756
2012-02-09,25153.845780101805,8317.336225443973,40259.40826983119
2012-02-10,16704.74424510909,779.8109181217219,31872.102544881294
2012-02-11,-30127.03046483324,-45060.40490509864,-14309.041132157849
2012-02-12,6239.003072915868,-9594.453806776804,21898.120854801167
2012-02-13,23877.96037684991,7727.406760014307,41025.01944454871
2012-02-14,25687.407982968536,8498.74382016915,41816.3521932384
2012-02-15,22432.049719364953,7562.839737468976,38443.227446753655
2012-02-16,29201.04198968235,14725.450020887218,45938.982776648554
2012-02-17,21062.36898097109,3860.636459375762,37239.161570789875
2012-02-18,-25585.785960935984,-41221.00961687192,-9957.142374426487
2012-02-19,10835.925761663526,-4733.88634696811,26718.123916151926
2012-02-20,28405.239759619017,12509.912256618025,44167.45462620594
2012-02-21,30025.956257501344,14070.225172615526,46440.73665173508
2012-02-22,26472.38459795449,11564.788229267457,41933.039164308895
2012-02-23,32846.32234142691,17159.00001229658,49579.12156940524
2012-02-24,24231.01054352515,7517.870769411947,39060.47780124656
2012-02-25,-22957.985570792047,-39566.19795993005,-6994.385957017969
2012-02-26,12877.642918279062,-3332.4488073734037,29170.772205941317
2012-02-27,29835.584322965784,13877.212745751789,45595.37409796219
2012-02-28,30839.975776200234,14567.923828112303,46516.74592249144
2012-02-29,26685.23531964747,11105.873778549945,43010.520258966295
2012-03-01,32492.442193969237,15508.280929755796,48661.23103114096
2012-03-02,23362.72421622878,6782.657905721523,38771.758571092796
2012-03-03,-24272.382259430167,-40373.55234849573,-7571.446442569059
